"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-33-69",,,,"User:","ubuntu"
"Cmdline:","dstat --time --cpu --mem --disk --io --net --output telemetry_cassandra_run1.csv 1",,,,"Date:","23 Jul 2026 14:21:33 UTC"
"system","total usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",
23-07 14:22:08,5.250,2.625,88.872,0,0,10011956,45817236,698784,8050432,0,8.000,0,1.000,0,0
23-07 14:22:09,4.625,2.750,89.127,0,0,10011692,45817104,698784,8050816,0,40.001,0,1.000,28.001,42.001
23-07 14:22:10,5.000,2.125,88.755,0,0,10011644,45817152,698784,8050816,0,0,0,0,0,0
23-07 14:22:11,5.375,2.625,88.620,0,0,10011632,45816768,698788,8051200,0,59.997,0,2.000,0,0
23-07 14:22:12,5.125,2.625,88.755,0,0,10011628,45816640,698788,8051332,0,0,0,0,0,0
23-07 14:22:13,4.375,2.125,88.750,0,0,10011624,45816640,698788,8051332,0,2579.997,0,22.000,0,0
23-07 14:22:14,5.000,2.250,89.124,0,0,10010876,45816864,698788,8051844,0,119.998,0,2.000,0,0
23-07 14:22:15,5.125,2.750,89.125,0,0,10010872,45816736,698792,8051968,0,16.000,0,3.000,0,0
23-07 14:22:16,4.500,2.375,88.749,0,0,10010860,45816352,698792,8052356,0,0,0,0,0,0
23-07 14:22:17,5.000,2.000,88.753,0,0,10010848,45816096,698792,8052616,0,0,0,0,76.002,90.003
23-07 14:22:18,4.750,2.375,88.994,0,0,10010844,45815968,698792,8052744,0,4.000,0,1.000,0,0
23-07 14:22:19,10.249,2.625,84.244,0,0,10010828,45815584,698792,8053132,0,0,0,0,0,0
23-07 14:22:20,4.750,2.250,88.755,0,0,10010816,45815328,698796,8053388,0,12.001,0,2.000,0,0
23-07 14:22:21,4.500,2.250,89.633,0,0,10011032,45814848,698796,8053648,0,0,0,0,0,0
23-07 14:22:22,5.375,2.250,88.373,0,0,10011028,45814592,698796,8053904,0,0,0,0,0,0
23-07 14:22:23,5.250,2.125,88.872,0,0,10010824,45814720,698804,8053968,0,2579.915,0,21.999,0,0
23-07 14:22:24,6.250,2.250,87.371,0,0,10010820,45814528,698804,8054160,0,447.981,0,4.000,0,0
23-07 14:22:25,5.125,1.875,88.752,0,0,10010808,45814400,698812,8054288,0,20.001,0,2.000,0,0
23-07 14:22:26,9.375,2.375,84.498,0,0,10010792,45814016,698812,8054676,0,55.999,0,4.000,0,0
23-07 14:22:27,5.125,1.750,88.500,0,0,10010788,45813760,698812,8054932,0,0,0,0,0,0
23-07 14:22:28,4.500,2.125,89.251,0,0,10010784,45813632,698812,8055060,0,0,0,0,0,0
23-07 14:22:29,5.625,2.875,88.250,0,0,10010776,45813248,698812,8055444,0,0,0,0,0,0
23-07 14:22:30,4.875,2.375,89.251,0,0,10010776,45813248,698816,8055440,0,12.000,0,2.000,0,0
23-07 14:22:31,4.750,2.125,89.000,0,0,10010756,45812736,698816,8055956,0,0,0,0,0,0
23-07 14:22:32,5.375,2.500,88.628,0,0,10010756,45812736,698816,8055956,0,0,0,0,0,0
23-07 14:22:33,4.625,2.000,89.125,0,0,10010616,45812480,698816,8056340,0,2196.001,0,20.000,76.000,90.000
23-07 14:22:34,7.125,2.375,86.497,0,0,10010796,45812168,698816,8056468,0,0,0,0,0,0
23-07 14:22:35,4.000,2.125,89.000,0,0,10010780,45811784,698824,8056852,0,100.000,0,14.000,0,0
23-07 14:22:36,4.625,2.125,89.374,0,0,10010772,45811528,698824,8057108,0,24.000,0,4.000,0,0
23-07 14:22:37,4.750,2.000,88.880,0,0,10010772,45811528,698824,8057108,0,0,0,0,0,0
23-07 14:22:38,4.625,2.125,89.122,0,0,10010764,45811144,698824,8057492,0,0,0,0,27.999,41.998
23-07 14:22:39,5.125,2.625,88.881,0,0,10010756,45810888,698824,8057752,0,0,0,0,0,0
23-07 14:22:40,4.750,2.625,89.244,0,0,10010752,45810888,698828,8057752,0,19.999,0,3.000,0,0
23-07 14:22:41,5.250,2.000,88.379,0,0,10010736,45810376,698828,8058264,0,0,0,0,0,0
23-07 14:22:42,4.625,2.125,88.999,0,0,10010728,45810248,698828,8058396,0,0,0,0,0,0
23-07 14:22:43,4.625,2.000,89.126,0,0,10010536,45810248,698836,8058580,0,2588.037,0,22.000,0,0
23-07 14:22:44,4.750,2.500,88.497,0,0,10010772,45809804,698836,8058780,0,0,0,0,0,0
23-07 14:22:45,5.000,2.250,89.000,0,0,10010772,45809676,698840,8058904,0,80.000,0,4.000,0,0
23-07 14:22:46,10.875,2.125,83.875,0,0,10010752,45809292,698840,8059296,0,108.000,0,20.000,0,0
23-07 14:22:47,4.250,2.375,89.123,0,0,10010748,45809036,698840,8059552,0,0,0,0,0,0
23-07 14:22:48,4.375,2.000,89.126,0,0,10010748,45809036,698840,8059552,0,0,0,0,0,0
23-07 14:22:49,5.000,2.250,88.754,0,0,10010740,45808780,698840,8059808,0,0,0,0,76.003,90.004
23-07 14:22:50,5.375,2.625,88.996,0,0,10010732,45808396,698848,8060184,0,11.999,0,2.000,0,0
23-07 14:22:51,4.625,1.875,89.123,0,0,10010716,45808140,698848,8060448,0,8.000,0,1.000,0,0
23-07 14:22:52,4.750,2.250,89.128,0,0,10010708,45807884,698848,8060704,0,0,0,0,0,0
23-07 14:22:53,4.250,2.125,89.251,0,0,10010704,45807756,698848,8060832,0,2580.022,0,22.000,0,0
23-07 14:22:54,4.625,2.375,89.124,0,0,10010748,45807580,698848,8060960,0,0,0,0,0,0
23-07 14:22:55,5.625,2.375,88.626,0,0,10010700,45807324,698852,8061248,0,460.007,0,6.000,0,0
23-07 14:22:56,4.500,2.500,89.249,0,0,10010700,45807196,698852,8061376,0,12.000,0,3.000,0,0
23-07 14:22:57,4.375,2.000,89.250,0,0,10010692,45806812,698852,8061760,0,0,0,0,0,0
23-07 14:22:58,4.625,2.125,89.372,0,0,10010684,45806684,698852,8061892,0,0,0,0,75.997,89.997
23-07 14:22:59,4.000,2.625,89.628,0,0,10010676,45806428,698852,8062148,0,0,0,0,0,0
23-07 14:23:00,5.250,2.375,89.001,0,0,10010656,45806044,698860,8062532,0,20.000,0,2.000,0,0
23-07 14:23:01,5.000,2.125,88.497,0,0,10010648,45805788,698860,8062788,0,0,0,0,0,0
23-07 14:23:02,4.625,2.000,89.126,0,0,10010648,45805660,698860,8062916,0,0,0,0,0,0
23-07 14:23:03,4.500,2.000,89.124,0,0,10010444,45805404,698868,8063360,0,2195.965,0,20.000,0,0
23-07 14:23:04,5.250,2.125,88.750,0,0,10012196,45803576,698868,8063432,0,0,0,0,0,0
23-07 14:23:05,5.000,2.250,88.502,0,0,10012180,45803320,698872,8063692,0,12.000,0,2.000,76.002,90.002
23-07 14:23:06,4.625,2.125,88.999,0,0,10012504,45802996,698872,8063692,0,0,0,0,0,0
23-07 14:23:07,7.875,2.125,85.997,0,0,10012424,45802684,698872,8064076,0,8.000,0,2.000,0,0
23-07 14:23:08,4.875,2.500,89.129,0,0,10012420,45802428,698872,8064332,0,0,0,0,0,0
23-07 14:23:09,4.500,1.625,88.626,0,0,10012920,45801796,698872,8064460,0,12.000,0,1.000,0,0
23-07 14:23:10,5.000,2.750,89.250,0,0,10012908,45801540,698876,8064716,0,12.000,0,2.000,28.000,42.000
23-07 14:23:11,4.750,2.500,88.878,0,0,10012904,45801412,698876,8064844,0,16.000,0,4.000,28.001,42.001
23-07 14:23:12,4.375,1.875,89.245,0,0,10012888,45800900,698876,8065356,0,0,0,0,0,0
23-07 14:23:13,7.498,2.250,86.356,0,0,10012884,45801028,698876,8065232,0,2579.433,0,21.995,0,0
23-07 14:23:14,7.877,2.000,86.145,0,0,10012688,45800772,698876,8065680,0,0,0,0,0,0
23-07 14:23:15,5.625,2.500,88.499,0.125,0,10012932,45800200,698888,8065988,0,64.000,0,4.000,0,0
23-07 14:23:16,4.375,2.125,88.751,0,0,10012908,45799944,698888,8066256,0,0,0,0,0,0
23-07 14:23:17,4.500,2.125,89.502,0,0,10012908,45799944,698888,8066256,0,0,0,0,0,0
23-07 14:23:18,4.875,2.375,88.624,0,0,10012896,45799432,698888,8066768,0,0,0,0,0,0
23-07 14:23:19,5.375,2.000,88.753,0,0,10012896,45799432,698888,8066768,0,0,0,0,0,0
23-07 14:23:20,5.625,2.500,88.498,0,0,10012892,45799304,698892,8066896,0,12.000,0,2.000,0,0
23-07 14:23:21,4.875,2.375,88.999,0,0,10012872,45798792,698892,8067412,0,0,0,0,0,0
23-07 14:23:22,5.250,2.250,88.748,0,0,10012872,45798792,698892,8067412,0,8.000,0,2.000,75.999,89.998
23-07 14:23:23,4.250,2.500,89.499,0,0,10012792,45798536,698896,8067732,0,2579.973,0,22.000,0,0
23-07 14:23:24,4.000,1.875,88.999,0,0,10012660,45798344,698896,8068052,0,0,0,0,575.992,341.995
23-07 14:23:25,4.250,2.625,89.375,0,0,10012656,45798088,698896,8068308,0,12.000,0,2.000,0,0
23-07 14:23:26,4.250,2.375,89.001,0,0,10012652,45797960,698896,8068436,0,676.009,0,6.000,0,0
23-07 14:23:27,5.125,1.750,88.878,0,0,10012644,45797832,698896,8068568,0,12.000,0,2.000,0,0
23-07 14:23:28,4.125,2.125,89.248,0,0,10012632,45797320,698896,8069080,0,0,0,0,0,0
23-07 14:23:29,4.500,1.875,88.875,0,0,10012628,45797192,698896,8069208,0,0,0,0,0,0
23-07 14:23:30,4.625,2.500,89.379,0,0,10012620,45796936,698900,8069460,0,20.001,0,2.000,0,0
23-07 14:23:31,4.625,2.250,88.996,0,0,10012612,45796680,698900,8069720,0,0,0,0,0,0
23-07 14:23:32,4.875,2.375,89.127,0,0,10012604,45796424,698900,8069976,0,0,0,0,0,0
23-07 14:23:33,4.750,2.625,89.249,0,0,10012312,45796712,698900,8069976,0,2067.974,0,18.000,0,0
23-07 14:23:34,5.000,2.125,89.128,0,0,10012340,45796280,698900,8070360,0,0,0,0,0,0
23-07 14:23:35,5.000,2.125,88.873,0,0,10012556,45795800,698904,8070616,0,12.000,0,2.000,0,0
23-07 14:23:36,5.125,2.375,89.000,0,0,10012552,45795672,698904,8070744,0,0,0,0,0,0
23-07 14:23:37,4.500,2.375,89.126,0,0,10012548,45795544,698904,8070872,0,0,0,0,0,0
23-07 14:23:38,4.875,2.500,88.999,0,0,10012536,45795160,698904,8071256,0,0,0,0,75.999,89.999
23-07 14:23:39,4.125,2.125,89.249,0,0,10012532,45794904,698904,8071512,0,0,0,0,0,0
23-07 14:23:40,4.875,2.125,89.377,0,0,10012524,45794776,698908,8071640,0,12.000,0,2.000,0,0
23-07 14:23:41,10.375,2.125,83.621,0,0,10012516,45794520,698908,8071896,0,15.999,0,1.000,0,0
23-07 14:23:42,4.625,2.375,88.754,0,0,10012508,45794136,698908,8072284,0,4.000,0,1.000,0,0
23-07 14:23:43,5.500,2.375,88.750,0,0,10012508,45794136,698912,8072280,0,2580.004,0,22.000,28.000,42.000
23-07 14:23:44,5.250,2.750,88.748,0,0,10012532,45793704,698912,8072672,0,8.000,0,2.000,0,0
23-07 14:23:45,5.000,2.750,88.752,0,0,10012528,45793704,698912,8072672,0,76.001,0,4.000,0,0
23-07 14:23:46,5.125,2.250,88.752,0,0,10012516,45793192,698912,8073184,0,0,0,0,0,0
23-07 14:23:47,4.875,2.375,89.124,0,0,10012508,45792936,698912,8073440,0,0,0,0,0,0
23-07 14:23:48,5.375,2.000,88.249,0,0,10012484,45792680,698912,8073696,0,39.999,0,10.000,0,0
23-07 14:23:49,5.375,2.250,88.877,0,0,10012484,45792680,698912,8073696,0,0,0,0,0,0
23-07 14:23:50,4.875,2.250,89.001,0,0,10012476,45792296,698912,8074084,0,12.000,0,2.000,0,0
23-07 14:23:51,4.875,2.375,89.499,0,0,10012468,45792168,698912,8074216,0,0,0,0,0,0
23-07 14:23:52,4.375,2.125,88.625,0,0,10012464,45791912,698912,8074472,0,0,0,0,0,0
23-07 14:23:53,4.875,2.375,88.875,0,0,10012504,45791544,698916,8074792,0,2459.994,0,23.000,0,0
23-07 14:23:54,4.375,2.375,89.249,0,0,10012492,45791352,698916,8074984,0,0,0,0,75.999,89.999
23-07 14:23:55,4.875,2.250,88.874,0,0,10012484,45791352,698924,8074984,0,12.000,0,2.000,0,0
23-07 14:23:56,4.750,2.250,89.377,0,0,10012436,45790840,698924,8075532,0,1028.017,0,9.000,0,0
23-07 14:23:57,4.375,2.375,89.249,0,0,10012436,45790840,698924,8075532,0,0,0,0,0,0
23-07 14:23:58,4.750,2.375,89.000,0,0,10012296,45790584,698924,8075916,0,687.998,0,8.000,0,0
23-07 14:23:59,5.000,2.250,88.876,0,0.125,10012292,45790584,698924,8075916,0,0,0,0,0,0
23-07 14:24:00,5.375,2.250,88.622,0,0,10012152,45790200,698924,8076432,0,0,0,0,0,0
23-07 14:24:01,4.500,2.375,89.378,0,0,10012140,45789944,698924,8076688,0,0,0,0,0,0
23-07 14:24:02,5.000,2.500,88.999,0,0,10012140,45789816,698924,8076816,0,0,0,0,0,0
23-07 14:24:03,5.250,2.500,88.497,0,0,10012128,45789432,698932,8077200,0,19.999,0,4.000,0,0
23-07 14:24:04,4.125,2.250,88.875,0,0,10012124,45789304,698932,8077328,0,0,0,0,76.000,90.000
23-07 14:24:05,5.000,2.250,89.247,0,0,10012112,45788920,698936,8077708,0,12.000,0,2.000,0,0
23-07 14:24:06,4.750,2.000,88.632,0,0,10012104,45788792,698936,8077840,0,0,0,0,0,0
23-07 14:24:07,5.125,2.625,88.999,0,0,10012104,45788792,698936,8077840,0,0,0,0,0,0
23-07 14:24:08,10.498,1.625,83.111,0,0,10012076,45788408,698940,8078228,0,2579.554,0,22.996,0,0
23-07 14:24:09,4.251,2.375,89.513,0,0,10012012,45788408,698940,8078292,0,0,0,0,0,0
23-07 14:24:10,4.750,2.125,89.124,0,0,10012120,45787848,698940,8078740,0,0,0,0,75.999,89.999
23-07 14:24:11,4.125,2.125,89.377,0,0,10012340,45787496,698940,8078868,0,0,0,0,28.001,42.001
23-07 14:24:12,3.875,1.625,89.380,0,0,10012328,45787112,698940,8079252,0,0,0,0,0,0
23-07 14:24:13,4.250,1.875,88.995,0,0,10012320,45786856,698940,8079512,0,31.998,0,5.000,0,0
23-07 14:24:14,5.125,2.250,89.249,0,0,10012316,45786728,698940,8079640,0,0,0,0,0,0
23-07 14:24:15,4.625,2.250,88.754,0.125,0,10012304,45786344,698948,8080020,0,68.003,0,4.000,28.001,42.002
23-07 14:24:16,4.375,2.375,89.498,0,0,10012300,45786216,698948,8080152,0,31.999,0,8.000,0,0
23-07 14:24:17,4.500,2.125,89.000,0,0,10012292,45785960,698948,8080408,0,0,0,0,0,0
23-07 14:24:18,4.125,2.000,89.124,0,0,10012292,45785960,698956,8080400,0,2579.963,0,22.000,0,0
23-07 14:24:19,4.250,2.375,89.003,0,0,10012212,45785832,698956,8080600,0,0,0,0,0,0
23-07 14:24:20,4.625,2.375,89.250,0,0,10012460,45785260,698956,8080920,0,0,0,0,0,0
23-07 14:24:21,5.000,2.250,88.623,0,0,10012324,45785132,698956,8081176,0,0,0,0,0,0
23-07 14:24:22,4.375,2.250,89.127,0,0,10012316,45784876,698956,8081432,0,0,0,0,0,0
23-07 14:24:23,4.875,1.875,89.498,0,0,10012308,45784620,698960,8081684,0,16.000,0,3.000,0,0
23-07 14:24:24,4.625,2.375,88.875,0,0,10012296,45784364,698960,8081944,0,0,0,0,0,0
23-07 14:24:25,4.750,2.125,88.999,0,0,10012280,45783980,698964,8082328,0,12.000,0,2.000,0,0
23-07 14:24:26,4.500,2.125,89.249,0,0,10012280,45783980,698964,8082328,0,47.999,0,3.000,75.999,89.999
23-07 14:24:27,4.125,2.250,89.501,0,0,10012268,45783596,698964,8082712,0,0,0,0,0,0
23-07 14:24:28,4.125,1.750,89.251,0,0,10012256,45783340,698968,8082968,0,2580.039,0,22.000,0,0
23-07 14:24:29,4.000,2.500,89.375,0,0,10012256,45783468,698968,8082840,0,0,0,0,0,0
23-07 14:24:30,4.500,2.375,89.373,0,0,10012288,45782780,698968,8083484,0,0,0,0,0,0
23-07 14:24:31,4.500,2.125,89.130,0,0,10012288,45782780,698968,8083484,0,0,0,0,0,0
23-07 14:24:32,4.500,2.000,89.124,0,0,10012280,45782396,698968,8083868,0,899.988,0,8.000,0,0
23-07 14:24:33,5.000,2.375,88.998,0,0,10012276,45782268,698972,8083992,0,23.999,0,2.000,0,0
23-07 14:24:34,4.125,2.250,89.249,0,0,10012268,45782140,698972,8084124,0,8.000,0,1.000,0,0
23-07 14:24:35,4.375,2.250,89.251,0,0,10012256,45781884,698976,8084384,0,12.000,0,2.000,0,0
23-07 14:24:36,11.124,2.000,82.742,0,0,10012244,45781628,698976,8084648,0,0,0,0,0,0
23-07 14:24:37,4.625,2.250,89.134,0,0,10012236,45781372,698976,8084904,0,0,0,0,0,0
23-07 14:24:38,4.875,2.375,88.622,0.125,0,10012220,45781116,698984,8085160,0,1811.945,0,16.000,0,0
23-07 14:24:39,5.000,2.500,89.001,0,0,10012220,45781116,698984,8085160,0,0,0,0,0,0
23-07 14:24:40,4.500,2.500,89.126,0,0,10012020,45780732,698984,8085736,0,0,0,0,0,0
23-07 14:24:41,4.500,1.875,88.499,0,0,10012016,45780668,698984,8085800,0,0,0,0,0,0
23-07 14:24:42,4.625,2.000,89.124,0,0,10012012,45780412,698984,8086056,0,0,0,0,75.999,89.999
23-07 14:24:43,4.750,2.125,89.125,0,0,10012000,45780156,698988,8086312,0,12.000,0,2.000,0,0
23-07 14:24:44,4.500,2.000,89.124,0,0,10012320,45779704,698992,8086436,0,8.000,0,2.000,0,0
23-07 14:24:45,4.250,2.000,89.129,0,0,10012232,45779392,698992,8086824,0,12.001,0,2.000,0,0
23-07 14:24:46,4.250,2.125,88.995,0,0,10012200,45779008,698992,8087208,0,63.996,0,3.000,0,0
23-07 14:24:47,4.250,2.250,89.252,0,0,10012196,45778880,698992,8087336,0,0,0,0,0,0
23-07 14:24:48,5.125,2.250,89.125,0,0,10012176,45778624,698996,8087588,0,2580.011,0,22.000,28.000,42.000
23-07 14:24:49,3.875,2.500,89.375,0,0,10011976,45778624,698996,8087784,0,72.000,0,16.000,0,0
23-07 14:24:50,4.500,2.375,89.126,0,0,10011972,45778432,698996,8087976,0,0,0,0,0,0
23-07 14:24:51,4.500,2.125,89.624,0,0,10011964,45778304,698996,8088108,0,0,0,0,0,0
23-07 14:24:52,4.625,2.125,89.131,0,0,10011956,45777920,698996,8088492,0,0,0,0,0,0
23-07 14:24:53,3.750,1.875,89.371,0,0,10011952,45777792,699000,8088616,0,11.999,0,2.000,0,0
23-07 14:24:54,4.875,2.375,89.122,0,0,10011936,45777408,699000,8089004,0,0,0,0,0,0
23-07 14:24:55,4.500,2.125,89.001,0,0,10011900,45777408,699008,8089032,0,12.000,0,2.000,0,0
23-07 14:24:56,4.750,2.125,89.375,0,0,10011876,45776896,699008,8089552,0,4.000,0,1.000,0,0
23-07 14:24:57,4.875,2.250,88.750,0,0,10011872,45776768,699008,8089680,0,0,0,0,0,0
23-07 14:24:58,5.125,2.250,88.752,0,0,10011868,45776768,699008,8089680,0,2708.074,0,23.001,0,0
23-07 14:24:59,4.625,2.250,89.002,0,0,10012484,45775892,699008,8089936,0,8.000,0,2.000,76.002,90.002
23-07 14:25:00,4.250,2.500,89.496,0,0,10012160,45775700,699008,8090452,0,0,0,0,0,0
23-07 14:25:01,4.500,2.375,89.499,0,0,10012152,45775444,699008,8090708,0,0,0,0,0,0
23-07 14:25:02,6.125,4.625,85.125,0,0,10015920,45771232,699012,8090964,0,80.000,0,5.000,0,0
23-07 14:25:03,4.375,2.250,89.128,0,0,10015920,45771232,699016,8090960,0,1172.044,0,11.000,0,0
23-07 14:25:04,12.499,2.125,82.245,0,0,10015640,45770976,699016,8091480,0,11.999,0,2.000,0,0
23-07 14:25:05,5.250,2.500,88.629,0,0,10015632,45770848,699020,8091608,0,12.001,0,2.000,0,0
23-07 14:25:06,4.875,2.250,88.999,0,0,10015632,45770848,699020,8091608,0,0,0,0,0,0
23-07 14:25:07,5.125,2.125,88.999,0,0,10015364,45770588,699020,8092120,0,0,0,0,0,0
23-07 14:25:08,4.125,2.125,89.500,0,0,10015360,45770588,699028,8092112,0,1684.002,0,15.000,76.000,90.000
23-07 14:25:09,5.250,2.000,88.998,0,0,10015220,45770460,699028,8092376,0,0,0,0,0,0
23-07 14:25:10,5.000,2.625,88.630,0,0,10014900,45770520,699028,8092632,0,0,0,0,0,0
23-07 14:25:11,4.875,2.125,89.249,0,0,10014892,45770264,699028,8092888,0,0,0,0,0,0
23-07 14:25:12,4.750,2.625,88.873,0,0,10014880,45769880,699028,8093272,0,0,0,0,0,0
23-07 14:25:13,4.000,2.000,89.127,0,0,10014872,45769624,699032,8093528,0,12.000,0,2.000,28.001,42.001
23-07 14:25:14,5.500,2.250,88.752,0,0,10014872,45769624,699032,8093528,0,0,0,0,0,0
23-07 14:25:15,5.000,2.375,88.747,0,0,10014860,45769240,699036,8093912,0,16.000,0,3.000,75.998,89.997
23-07 14:25:16,5.250,2.250,88.627,0,0,10014596,45769236,699036,8094172,0,0,0,0,0,0
23-07 14:25:17,5.375,2.375,88.497,0,0,10014588,45768980,699036,8094428,0,0,0,0,0,0
23-07 14:25:18,4.875,1.750,88.877,0,0,10014200,45769232,699036,8094556,0,2580.058,0,22.000,0,0
23-07 14:25:19,4.125,2.125,89.498,0,0,10014072,45769104,699036,8094812,0,0,0,0,0,0
23-07 14:25:20,4.500,2.500,89.251,0,0,10014228,45768880,699036,8094876,0,0,0,0,28.000,42.001
23-07 14:25:21,4.750,2.500,88.873,0,0,10014472,45768180,699036,8095324,0,0,0,0,0,0
23-07 14:25:22,4.750,2.125,88.753,0,0,10014460,45767924,699036,8095588,0,16.000,0,1.000,0,0
23-07 14:25:23,4.500,1.875,89.249,0,0,10014448,45767668,699044,8095840,0,12.000,0,2.000,0,0
23-07 14:25:24,5.250,2.375,89.000,0,0,10014184,45767792,699044,8095976,0,8.000,0,2.000,0,0
23-07 14:25:25,4.375,2.125,89.249,0,0,10014172,45767536,699048,8096232,0,12.000,0,2.000,0,0
23-07 14:25:26,4.875,2.125,89.003,0,0,10014168,45767280,699048,8096488,0,40.001,0,1.000,0,0
23-07 14:25:27,5.125,2.250,88.998,0,0,10014164,45767152,699048,8096616,0,0,0,0,2361.953,2117.958
23-07 14:25:28,5.125,2.500,88.749,0,0,10013908,45767276,699052,8096740,0,2451.983,0,21.000,3339.977,3135.978
23-07 14:25:29,4.625,2.625,88.625,0,0,10013832,45767084,699052,8097000,0,0,0,0,2559.996,2141.996
23-07 14:25:30,5.000,2.375,88.878,0,0,10013948,45766576,699052,8097384,0,8.000,0,1.000,3232.125,3486.135
23-07 14:25:31,5.375,2.375,88.374,0,0,10013944,45766448,699052,8097512,0,0,0,0,2727.972,2621.973
23-07 14:25:32,11.499,1.875,82.746,0,0,10013928,45766192,699052,8097772,0,2679.865,0,19.999,399.980,539.973
23-07 14:25:33,4.375,2.375,89.750,0,0,10013924,45766064,699052,8097900,0,12.000,0,2.000,0,0
